ID,PredictedProb
0,0.34700980392156866
1,0.8796078431372554
2,0.866666666666667
7,0.6666666666666666
10,0.7581942959001782
11,0.6191589700127684
13,0.9604901960784313
14,0.6142621766151178
15,0.9674509803921569
16,0.8540196078431371
17,0.798058823529412
18,0.7074509803921568
19,0.8171568627450982
20,0.8392156862745098
25,0.9498573975044563
26,0.7735101349377884
29,0.7582309944140276
38,0.966087719298246
41,0.9382352941176471
44,0.5648084856320152
45,0.38341176470588234
47,0.6750085251491902
48,0.5770053475935827
49,0.9089287925696594
50,0.8031372549019609
53,0.41092436974789914
56,0.5086342123056118
59,0.7750784313725494
60,0.6968627450980394
64,0.7855180854950682
65,0.9886274509803921
66,0.7889760348583877
68,0.832925151455931
69,0.7789617122829703
70,0.9452941176470587
71,0.7413135966860319
72,0.6032410059073211
76,0.8582352941176471
80,0.7425490196078433
82,0.6708823529411762
83,0.920294117647059
85,0.8985882352941179
86,0.8138888888888888
87,0.7563138742986317
89,0.8027677224736051
97,0.8856862745098038
99,0.6399286372712769
101,0.8038235294117648
102,0.18598039215686277
103,0.6472727272727272
104,0.4740196078431371
106,0.9596078431372549
107,0.6662745098039218
109,0.9415686274509804
111,0.44089052287581665
113,0.8846078431372552
114,0.5156533379334141
118,0.8645098039215685
119,0.63723733767212
120,0.9027450980392155
123,0.7057051820728292
128,0.26137254901960794
129,0.8560784313725492
131,0.9190196078431373
133,0.6489215686274512
134,0.7676470588235292
136,0.9570588235294116
137,0.6960588235294115
139,0.805610356963298
140,0.9043137254901961
142,0.7791256728396686
144,0.6553921568627453
146,0.8647018255578095
147,0.7335637254901961
148,0.9369607843137253
150,0.2504901960784315
151,0.23117647058823532
152,0.9461633986928106
155,0.991764705882353
158,0.8776470588235294
159,0.6260700660557181
160,0.9768627450980393
161,0.6427283858950152
165,0.9527450980392158
166,0.4534102301002668
170,0.8918627450980394
171,0.7394117647058824
174,0.7335294117647063
175,0.7139411764705884
179,0.7629635882190343
180,0.9228431372549017
181,0.9171568627450978
184,0.7578431372549018
185,0.4901010101010102
187,0.88703081232493
188,0.8751960784313726
190,0.8206862745098038
191,0.6502859885212824
192,0.7284288260758847
193,0.8994530443756451
196,0.9049019607843141
197,0.564427311650318
198,0.6861414565826329
205,0.17460784313725491
211,0.8282352941176471
213,0.7442140606242498
214,0.8637556434338443
217,0.5470784313725493
218,0.7652745098039218
221,0.640819964349376
222,0.4750561921738393
225,0.8545308701993193
229,0.7758823529411766
236,0.6420288805177246
237,0.941823529411765
238,0.8193485135989882
239,0.9403921568627449
242,0.7554489418622877
245,0.8300490196078433
246,0.8346941852437211
247,0.9505882352941173
248,0.9772549019607842
254,0.8469803921568628
255,0.5531568627450981
257,0.9418854053249208
259,0.8204723707664882
264,0.865980392156863
270,0.6177987785278045
272,0.943921568627451
274,0.44121568627450974
275,0.46993277310924375
278,0.7909761904761903
280,0.24372549019607842
281,0.2011764705882353
282,0.23840736294517806
283,0.7477238726736575
284,0.9583333333333334
286,0.8765385790679906
287,0.9143010250539844
288,0.923529411764706
289,0.8476078431372549
290,0.4831221719457014
291,0.6058823529411764
294,0.651372549019608
295,0.3294117647058824
297,0.574887183859051
299,0.7015486194477792
305,0.8133333333333335
307,0.5735490196078432
308,0.8674509803921565
313,0.6268107926931457
314,0.6676470588235294
315,0.792296180010466
316,0.9524509803921569
317,0.7877122523048409
319,0.6373479173751673
322,0.799941176470588
323,0.8811764705882354
324,0.8763401714454625
326,0.905450980392157
327,0.7943643263757115
329,0.9741176470588235
330,0.08284313725490197
331,0.381470588235294
336,0.3322549019607841
337,0.4940981068756006
338,0.8555366379619287
340,0.9460784313725492
345,0.3961764705882352
347,0.8923137254901962
348,0.7868627450980392
350,0.9913725490196079
352,0.8278431372549018
356,0.9399019607843137
357,0.8941176470588236
358,0.9222549019607844
359,0.7472208447708676
361,0.7474556849766933
363,0.42647058823529416
364,0.8427058823529411
368,0.8073039215686274
376,0.9850000000000001
378,0.6864186851211072
382,0.694745098039216
384,0.5329411764705884
385,0.8903333333333329
388,0.11705882352941181
389,0.9472549019607844
391,0.646862745098039
392,0.717843137254902
395,0.8525490196078432
396,0.9086274509803921
397,0.766607843137255
399,0.7958823529411765
404,0.8762352941176471
407,0.3579306184012066
409,0.9176470588235294
410,0.8110784313725489
413,0.8390196078431371
414,0.5615912518853694
416,0.7255880755811096
418,0.7582352941176469
419,0.6876470588235294
420,0.7955882352941176
422,0.9323529411764706
423,0.7662352941176469
427,0.6701764705882353
429,0.9929411764705882
430,0.5792945437724664
431,0.7841147635524798
432,0.672734712780647
433,0.9037254901960784
434,0.09431372549019608
436,0.7105752639517345
437,0.9158245407253677
451,0.8277450980392154
452,0.6996834015736138
454,0.6840811673506608
457,0.8996078431372553
458,0.8105882352941175
460,0.6096078431372547
461,0.9482352941176471
462,0.7357361448965549
463,0.8508487394957983
465,0.9421568627450979
467,0.8994117647058826
473,0.8615686274509804
474,0.9596078431372549
480,0.11137254901960783
481,0.7669939185087581
483,0.9104187223276407
484,0.5965686274509805
485,0.5640196078431374
487,0.9437254901960784
490,0.9660000000000001
491,0.8714313725490196
492,0.6355651672433679
496,0.8645352805238757
497,0.705392156862745
498,0.728593407143628
499,0.9200196078431369
501,0.7042156862745097
502,0.8863725490196078
503,0.899341736694678
506,0.8758823529411769
507,0.6732969187675069
508,0.6715423042351265
509,0.7159001782531191
510,0.7725104854776135
511,0.8453921568627448
513,0.8129411764705884
515,0.9423529411764705
521,0.4558823529411764
522,0.8202941176470587
523,0.8439075630252103
525,0.9254901960784316
529,0.8495875323448076
530,0.5767077063383491
531,0.5423841354723705
533,0.7797950089126559
534,0.5980392156862744
535,0.9201960784313726
537,0.6753498152718743
541,0.6249570108716217
542,0.8099803921568628
543,0.5878415957997576
544,0.8521578488793023
545,0.621576885656447
549,0.8714901960784315
550,0.9008823529411764
551,0.8491176470588235
553,0.7078235294117645
556,0.8846067712198422
558,0.47120657439446373
560,0.7068627450980393
563,0.5110000000000001
564,0.958549019607843
567,0.4556862745098039
572,0.5305294117647057
573,0.8947647058823531
577,0.906862745098039
583,0.7849999999999997
584,0.8524117647058823
585,0.7774830659536539
586,0.8089982239839052
588,0.8283193277310927
590,0.7821568627450977
591,0.8240413406742009
593,0.9755882352941175
594,0.6176470588235294
597,0.8889162486700106
598,0.7445098039215685
599,0.9084313725490195
603,0.8036505190311417
604,0.6741176470588238
606,0.9179411764705879
607,0.5619607843137255
609,0.7101491928426472
614,0.8485294117647062
615,0.8657412253882841
616,0.5722296489477016
617,0.9058823529411766
618,0.8196274509803922
619,0.801341257856501
620,0.7253921568627452
623,0.670273172905526
625,0.8510784313725487
626,0.7289215686274504
627,0.8060784313725489
632,0.9831372549019607
633,0.5846687598116168
634,0.8032352941176468
635,0.7132745098039218
636,0.841764705882353
637,0.8619607843137254
638,0.7685882352941175
639,0.9770588235294118
642,0.43421568627450957
643,0.938627450980392
644,0.9825490196078429
645,0.3332352941176471
646,0.8099019607843139
650,0.9366666666666668
653,0.6127938555101183
654,0.4721764705882353
655,0.5323529411764705
656,0.8848235294117649
657,0.7780392156862747
658,0.6937375465650176
660,0.43799485099079427
661,0.7556254333901389
668,0.855980392156863
669,0.6326500547868371
671,0.7483333333333336
672,0.7586676240219863
676,0.9695098039215684
678,0.8982352941176469
680,0.7291176470588235
682,0.9113725490196078
684,0.9105882352941177
685,0.722843137254902
686,0.6319425282645398
687,0.5651720772440748
694,0.19978178368121438
696,0.6204901960784315
697,0.7073477812177502
699,0.6286647334674781
702,0.9596078431372549
707,0.8376470588235296
708,0.9703921568627452
712,0.9589019607843136
717,0.8660784313725493
718,0.9784313725490196
720,0.5567732819781668
721,0.774
723,0.8241596638655465
724,0.6150863299383358
727,0.6460784313725491
728,0.21686274509803918
731,0.9047058823529411
733,0.7766666666666668
735,0.8170378151260506
737,0.7641960784313726
738,0.792079343365253
740,0.6582907971832712
742,0.9887254901960785
743,0.6382341357928464
745,0.7159028520499109
746,0.8374865330747683
747,0.6608823529411765
748,0.9931372549019607
749,0.8907843137254903
750,0.9907843137254901
753,0.8081372549019606
755,0.8839983487892618
756,0.9316666666666668
758,0.45149978779390537
760,0.8452096570777211
762,0.8659676044330775
763,0.7809681267658243
765,0.9701960784313727
767,0.8584313725490196
768,0.981764705882353
770,0.449580797836376
772,0.8111348323997973
773,0.8729667519181584
774,0.7725490196078433
775,0.5816526610644258
777,0.4816666666666666
778,0.9175294117647061
780,0.37555691384105117
782,0.7912915436444848
783,0.9776470588235294
786,0.5464705882352939
787,0.9056274509803921
788,0.7928613787784161
789,0.7703129289584487
790,0.7655732871418428
793,0.6798039215686275
795,0.8639928751756426
807,0.695437908496732
809,0.7190196078431376
810,0.6500850745601384
811,0.7751960784313727
813,0.168921568627451
815,0.8101960784313726
816,0.6402589890272592
821,0.9238763197586727
823,0.9970588235294118
825,0.8785415499533143
826,0.9280784313725489
827,0.8656078431372549
832,0.9205882352941176
833,0.771176470588235
834,0.5968311195445921
837,0.8759803921568627
838,0.9811764705882354
839,0.08137254901960785
843,0.5119607843137255
844,0.8169481760163387
845,0.5683808300974053
846,0.6829914195474779
848,0.6789411764705882
850,0.6857843137254903
851,0.87956383457126
852,0.6531920617878257
855,0.7500000000000002
856,0.9762745098039217
861,0.7020477408354648
862,0.7180392156862748
863,0.9039215686274512
864,0.7753711484593838
865,0.9148319327731093
867,0.6589342723004695
868,0.8917330803289056
869,0.9357843137254903
873,0.6805999110300954
875,0.5894677871148459
877,0.7547058823529408
879,0.7271442936148816
880,0.9945098039215686
881,0.7829055258467025
882,0.6782937827202207
883,0.9770588235294118
887,0.5942034313725489
888,0.633761769051668
890,0.9293137254901959
897,0.729866515837104
900,0.8815686274509805
902,0.715402830114
904,0.6892801120448179
906,0.502673796791444
910,0.8929411764705883
913,0.8225490196078431
914,0.6224872392568278
915,0.5519286987522279
918,0.9586997966748645
920,0.9595098039215686
923,0.7262352941176469
926,0.8220805563604753
927,0.6538255404725997
929,0.7525375816993467
930,0.6159621489621494
931,0.9601960784313723
932,0.9475757575757575
933,0.7330683042447749
934,0.77775
936,0.644963630613536
939,0.5999585307807331
941,0.9311764705882354
943,0.5668627450980392
947,0.4843340552218019
948,0.6774509803921568
949,0.9813725490196078
950,0.5106557332610462
951,0.6596894690853168
952,0.6044607843137253
953,0.9880392156862745
956,0.815133689839572
961,0.6694560527484935
962,0.6554490196078431
968,0.8738431372549019
971,0.9772549019607842
972,0.952941176470588
977,0.9674509803921566
981,0.7847058823529414
985,0.8869607843137253
987,0.8366666666666668
989,0.9855882352941177
993,0.8806134453781514
994,0.5859945731713414
997,0.9661764705882355
998,0.34598039215686277
999,0.9121568627450978
1002,0.8498879551820727
1003,0.9217647058823533
1004,0.9976470588235294
1005,0.6874509803921567
1007,0.7467647058823529
1008,0.9389803921568627
1014,0.956862745098039
1016,0.9454901960784314
1021,0.6223675955487756
1023,0.9102941176470587
1026,0.8994117647058824
1028,0.8713725490196077
1029,0.7498704005097864
1030,0.4447058823529412
1031,0.8365169340463461
1032,0.7753318250377069
